paper_id,title,abstract,summary,year,summary_quality,summary_length,compression_ratio
PMC11166944,Space radiation damage rescued by inhibition of key spaceflight associated miRNAs,"Our previous research revealed a key microRNA signature that is associated with spaceflight that can be used as a biomarker and to develop countermeasure treatments to mitigate the damage caused by space radiation. Here, we expand on this work to determine the biological factors rescued by the countermeasure treatment. We performed RNA-sequencing and transcriptomic analysis on 3D microvessel cell cultures exposed to simulated deep space radiation (0.5 Gy of Galactic Cosmic Radiation) with and without the antagonists to three microRNAs: miR-16-5p, miR-125b-5p, and let-7a-5p (i.e., antagomirs). Significant reduction of inflammation and DNA double strand breaks (DSBs) activity and rescue of mitochondria functions are observed after antagomir treatment. Using data from astronaut participants in the NASA Twin Study, Inspiration4, and JAXA missions, we reveal the genes and pathways implicated in the action of these antagomirs are altered in humans. Our findings indicate a countermeasure strategy that can potentially be utilized by astronauts in spaceflight missions to mitigate space radiation damage.",Previous research revealed a key microRNA signature that is associated with spaceflight that can be used as a biomarker and to develop countermeasure treatments to mitigate the damage caused by space radiation .,2024,good,211,5.265402843601896
PMC11166968,Ethical considerations for the age of non-governmental space exploration,"Mounting ambitions and capabilities for public and private, non-government sector crewed space exploration bring with them an increasingly diverse set of space travelers, raising new and nontrivial ethical, legal, and medical policy and practice concerns which are still relatively underexplored. In this piece, we lay out several pressing issues related to ethical considerations for selecting space travelers and conducting human subject research on them, especially in the context of non-governmental and commercial/private space operations.","Mounting ambitions and capabilities for public and private, non-government sector crewed space exploration bring with them an increasingly diverse set of space travelers . In this piece, we lay out several pressing issues related to ethical considerations for selecting space travelers",2024,good,285,1.9087719298245613
PMC7000411,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model,"While it has been shown that astronauts suffer immune disorders after spaceflight, the underlying causes are still poorly understood and there are many variables to consider when investigating the immune system in a complex environment. Additionally, there is growing evidence that suggests that not only is the immune system being altered, but the pathogens that infect the host are significantly influenced by spaceflight and ground-based spaceflight conditions. In this study, we demonstrate that Serratia marcescens (strain Db11) was significantly more lethal to Drosophila melanogaster after growth on the International Space Station than ground-based controls, but the increased virulence phenotype of S. marcescens did not persist after the bacterial cultures were passaged on the ground. Increased virulence was also observed in bacteria that were grown in simulated microgravity conditions on the ground using the rotating wall vessel. Increased virulence of the space-flown bacteria was similar in magnitude between wild-type flies and those that were mutants for the well-characterized immune pathways Imd and Toll, suggesting that changes to the host immune system after infection are likely not a major factor contributing towards increased susceptibility of ground-reared flies infected with space-flown bacteria. Characterization of the bacteria shows that at later timepoints spaceflight bacteria grew at a greater rate than ground controls in vitro, and in the host. These results suggest complex physiological changes occurring in pathogenic bacteria in space environments, and there may be novel mechanisms mediating these physiological effects that need to be characterized.","There is growing evidence that not only is the immune system being altered, but the pathogens that infect the host are significantly influenced by spaceflight and ground-based spaceflight conditions . Serratia marcescens (strain Db11) was significantly more lethal to Drosophila melanogaster after growth on the International Space Station . Increased virulence was also observed in bacteria that were grown in simulated microgravity conditions on the ground using the rotating wall vessel .",2020,good,491,3.45010183299389
PMC7787258,Prolonged Exposure to Microgravity Reduces Cardiac Contractility and Initiates Remodeling in Drosophila,,,2021,low_compression,0,0.0
PMC8716943,Bundling up the Role of the Actin Cytoskeleton in Primary Root Growth,"Primary root growth is required by the plant to anchor in the soil and reach out for nutrients and water, while dealing with obstacles. Efficient root elongation and bending depends upon the coordinated action of environmental sensing, signal transduction, and growth responses. The actin cytoskeleton is a highly plastic network that constitutes a point of integration for environmental stimuli and hormonal pathways. In this review, we present a detailed compilation highlighting the importance of the actin cytoskeleton during primary root growth and we describe how actin-binding proteins, plant hormones, and actin-disrupting drugs affect root growth and root actin. We also discuss the feedback loop between actin and root responses to light and gravity. Actin affects cell division and elongation through the control of its own organization. We remark upon the importance of longitudinally oriented actin bundles as a hallmark of cell elongation as well as the role of the actin cytoskeleton in protein trafficking and vacuolar reshaping during this process. The actin network is shaped by a plethora of actin-binding proteins; however, there is still a large gap in connecting the molecular function of these proteins with their developmental effects. Here, we summarize their function and known effects on primary root growth with a focus on their high level of specialization. Light and gravity are key factors that help us understand root growth directionality. The response of the root to gravity relies on hormonal, particularly auxin, homeostasis, and the actin cytoskeleton. Actin is necessary for the perception of the gravity stimulus via the repositioning of sedimenting statoliths, but it is also involved in mediating the growth response via the trafficking of auxin transporters and cell elongation. Furthermore, auxin and auxin analogs can affect the composition of the actin network, indicating a potential feedback loop. Light, in its turn, affects actin organization and hence, root growth, although its precise role remains largely unknown. Recently, fundamental studies with the latest techniques have given us more in-depth knowledge of the role and organization of actin in the coordination of root growth; however, there remains a lot to discover, especially in how actin organization helps cell shaping, and therefore root growth.","The actin cytoskeleton is a highly plastic network that constitutes a point of integration for environmental stimuli and hormonal pathways . Efficient root elongation and bending depends upon the coordinated action of environmental sensing, signal transduction, and growth responses . Light and gravity are key factors that help us understand root growth directionality .",2021,good,371,6.363881401617251
PMC7010715,Brassinosteroids Inhibit Autotropic Root Straightening by Modifying Filamentous-Actin Organization and Dynamics,"When positioned horizontally, roots grow down toward the direction of gravity. This phenomenon, called gravitropism, is influenced by most of the major plant hormones including brassinosteroids. Epi-brassinolide (eBL) was previously shown to enhance root gravitropism, a phenomenon similar to the response of roots exposed to the actin inhibitor, latrunculin B (LatB). This led us to hypothesize that eBL might enhance root gravitropism through its effects on filamentous-actin (F-actin). This hypothesis was tested by comparing gravitropic responses of maize (Zea mays) roots treated with eBL or LatB. LatB- and eBL-treated roots displayed similar enhanced downward growth compared with controls when vertical roots were oriented horizontally. Moreover, the effects of the two compounds on root growth directionality were more striking on a slowly-rotating two-dimensional clinostat. Both compounds inhibited autotropism, a process in which the root straightened after the initial gravistimulus was withdrawn by clinorotation. Although eBL reduced F-actin density in chemically-fixed Z. mays roots, the impact was not as strong as that of LatB. Modification of F-actin organization after treatment with both compounds was also observed in living roots of barrel medic (Medicago truncatula) seedlings expressing genetically encoded F-actin reporters. Like in fixed Z. mays roots, eBL effects on F-actin in living M. truncatula roots were modest compared with those of LatB. Furthermore, live cell imaging revealed a decrease in global F-actin dynamics in hypocotyls of etiolated M. truncatula seedlings treated with eBL compared to controls. Collectively, our data indicate that eBL-and LatB-induced enhancement of root gravitropism can be explained by inhibited autotropic root straightening, and that eBL affects this process, in part, by modifying F-actin organization and dynamics.","Epi-brassinolide (eBL) was previously shown to enhance root gravitropism, a phenomenon similar to the response of roots exposed to the actin inhibitor, latrunculin B (LatB) This led us to hypothesize that eBL might enhance roots through its effects on filamentous-actin (F-actsin) This hypothesis was tested . Both compounds inhibited autotropic root straightening, a process in which the root straightened after the initial gravistimulus was withdrawn .",2020,good,454,4.151982378854625
PMC7503278,Cell Type-Specific Imaging of Calcium Signaling in Arabidopsis thaliana Seedling Roots Using GCaMP3,"Cytoplasmic calcium ([Ca2+]cyt) is a well-characterized second messenger in eukaryotic cells. An elevation in [Ca2+]cyt levels is one of the earliest responses in plant cells after exposure to a range of environmental stimuli. Advances in understanding the role of [Ca2+]cyt in plant development has been facilitated by the use of genetically-encoded reporters such as GCaMP. Most of these studies have relied on promoters such as Cauliflower Mosaic Virus (35S) and Ubiquitin10 (UBQ10) to drive expression of GCaMP in all cell/tissue types. Plant organs such as roots consist of various cell types that likely exhibit unique [Ca2+]cyt responses to exogenous and endogenous signals. However, few studies have addressed this question. Here, we introduce a set of Arabidopsis thaliana lines expressing GCaMP3 in five root cell types including the columella, endodermis, cortex, epidermis, and trichoblasts. We found similarities and differences in the [Ca2+]cyt signature among these root cell types when exposed to adenosine tri-phosphate (ATP), glutamate, aluminum, and salt, which are known to trigger [Ca2+]cyt increases in root cells. These cell type-targeted GCaMP3 lines provide a new resource that should enable more in depth studies that address how a particular environmental stimulus is linked to specific root developmental pathways via [Ca2+]cyt.",Cytoplasmic calcium is a well-characterized second messenger in eukaryotic cells . An elevation in [Ca2+]cyt levels is one of the earliest responses in plant cells after exposure to environmental stimuli .,2020,good,205,6.614634146341463
PMC8364238,Spatial and temporal localization of SPIRRIG and WAVE/SCAR reveal roles for these proteins in actin-mediated root hair development,SPIRRIG and SCAR/WAVE are molecular determinants of actin-mediated root hair development in Arabidopsis.,SPIRRIG and SCAR/WAVE are molecular determinants of actin-mediated root hair development in Arabidopsis .,2021,low_compression,105,0.9904761904761905
PMC11579474,Impact of microgravity and lunar gravity on murine skeletal and immune systems during space travel,"Long-duration spaceflight creates a variety of stresses due to the unique environment, which can lead to compromised functioning of the skeletal and immune systems. However, the mechanisms by which organisms respond to this stress remain unclear. The present study aimed to investigate the impact of three different gravitational loadings (microgravity, 1/6 g [lunar gravity], and 1 g) on the behavior, bone, thymus, and spleen of mice housed for 25–35 days in the International Space Station. The bone density reduction under microgravity was mostly recovered by 1 g but only partially recovered by 1/6 g. Both 1 g and 1/6 g suppressed microgravity-induced changes in some osteoblast and osteoclast marker gene expression. Thymus atrophy induced by microgravity was half recovered by both 1 g and 1/6 g, but gene expression changes were not fully recovered by 1/6 g. While no histological changes were observed due to low gravity, alterations in gene expression were noted in the spleen. We found that in bone and thymus, lunar gravity reduced microgravity-induced histological alterations and partially reversed gene expression changes. This study highlighted organ-specific variations in responsiveness to gravity, serving as an animal test for establishing a molecular-level gravity threshold for maintaining a healthy state during future spaceflight.","Long-duration spaceflight creates a variety of stresses due to the unique environment, which can lead to compromised functioning of the skeletal and immune systems . The mechanisms by which organisms respond to this stress remain unclear . We found that in bone and thymus, lunar gravity reduced microgravity-induced histological alterations and partially reversed gene expression changes .",2024,good,390,3.4743589743589745
PMC2998437,S. aureus MscL Is a Pentamer In Vivo but of Variable Stoichiometries In Vitro: Implications for Detergent-Solubilized Membrane Proteins,Detergent-induced rearrangements of membrane-protein subunits explain why two MscL channel stoichiometries have been resolved by X-ray crystallography - but S. aureus MscL is truly a pentamer in vivo.,Detergent-induced rearrangements of membrane-protein subunits explain why two MscL channel stoichiometries have been resolved,2010,good,125,1.6
PMC3289768,Three Routes to Modulate the Pore Size of the MscL Channel/Nanovalve,"MscL is a bacterial mechanosensitive channel that protects cells from lysis upon acute decrease in external osmotic environment. It is one of the best characterized mechanosensors known, thus serving as a paradigm of how such molecules sense and respond to stimuli. In addition, the fact that it can be genetically modified, expressed, isolated, and manipulated has led to its proposed use as a triggered nanovalve for various functions including sensors within microelectronic array chips, as well as vesicular-based targeted drug release. X-ray crystallography reveals a homo-pentameric complex with each subunit containing two transmembrane α-helices (TM1 and TM2) and a single carboxyl terminal α-helix arranging within the complex to form a five-fold cytoplasmic bundle (CB), whose function and stability remain unclear. In this study, we show three routes that throttle the open channel conductance. When the linker between the TM2 and CB domain is shortened by deletions or constrained by either cross linking or heavy metal coordination, the conductance of the channel is reduced; in later two cases, even reversibly. While having implications for the stability of the CB, these data also provide routes for engineering MscL sensors that are more versatile for potential nanotech devices.",MscL is a bacterial mechanosensitive channel that protects cells from lysis upon acute decrease in external osmotic environment . X-ray crystallography reveals a homo-pentameric complex with each subunit containing two transmembrane α-helices (TM1 and TM2),2013,good,256,5.0625
PMC3593973,Chimeras reveal a single lipid-interface residue that controls MscL channel kinetics as well as mechanosensitivity,,,2013,low_compression,0,0.0
PMC11127935,Tardigrade secretory proteins protect biological structures from desiccation,"Tardigrades, microscopic animals that survive a broad range of environmental stresses, express a unique set of proteins termed tardigrade-specific intrinsically disordered proteins (TDPs). TDPs are often expressed at high levels in tardigrades upon desiccation, and appear to mediate stress adaptation. Here, we focus on the proteins belonging to the secreted family of tardigrade proteins termed secretory-abundant heat soluble (“SAHS”) proteins, and investigate their ability to protect diverse biological structures. Recombinantly expressed SAHS proteins prevent desiccated liposomes from fusion, and enhance desiccation tolerance of E. coli and Rhizobium tropici upon extracellular application. Molecular dynamics simulation and comparative structural analysis suggest a model by which SAHS proteins may undergo a structural transition upon desiccation, in which removal of water and solutes from a large internal cavity in SAHS proteins destabilizes the beta-sheet structure. These results highlight the potential application of SAHS proteins as stabilizing molecules for preservation of cells.","Tardigrades, microscopic animals that survive a broad range of environmental stresses, express a unique set of proteins called tardigrade-specific intrinsically disordered proteins (TDPs) TDPs are often expressed at high levels upon desiccation, and appear to mediate stress adaptation . Here, we focus on the proteins belonging to the secreted . family of tard",2024,good,361,3.044321329639889
PMC11831363,Correction to: The Evolution of Temperature and Desiccation-Related Protein Families in Tardigrada Reveals a Complex Acquisition of Extremotolerance,,,2025,low_compression,0,0.0
PMC11930778,Possible roles of CAHS proteins from Tardigrade in osmotic stress tolerance in mammalian cells,"Anhydrobiosis, a phenomenon in which organisms survive extreme dehydration by entering a reversible ametabolic state, is a remarkable example of survival strategies. This study focuses on anhydrobiosis in tardigrades, which are known for their resilience to severe environmental conditions. Tardigrades utilize several protective mechanisms against desiccation, notably the constitutive expression of cytoplasmic abundant heat soluble (CAHS) proteins in Ramazzottius varieornatus. These proteins share similarities in their amphiphatic alpha helices with late embryogenesis abundant (LEA) proteins, but differ significantly in their amino acid sequences. In this study, we further explored the functionality of CAHS proteins by analyzing their role in aggregation and tolerance to hyperosmotic stress in mammalian cells. Using live cell imaging, we examined the subcellular localization of several CAHS and LEA proteins in response to hyperosmotic stress. The expression of CAHS1, CAHS3, and CAHS8 tended to enhance the resilience to the hyperosmotic conditions. These findings not only deepen our understanding of the molecular mechanisms of anhydrobiosis but also highlight the potential of CAHS proteins as cryoprotectants.","Anhydrobiosis is a phenomenon in which organisms survive extreme dehydration by entering a reversible ametabolic state . This study focuses on tardigrades, which are known for their resilience to severe environmental conditions . It also highlights the potential of CAHS proteins as cryoprotectants .",2024,good,300,4.086666666666667
PMC8816950,Production of reactive oxygen species and involvement of bioprotectants during anhydrobiosis in the tardigrade Paramacrobiotus spatialis,"Water unavailability is an abiotic stress causing unfavourable conditions for life. Nevertheless, some animals evolved anhydrobiosis, a strategy allowing for the reversible organism dehydration and suspension of metabolism as a direct response to habitat desiccation. Anhydrobiotic animals undergo biochemical changes synthesizing bioprotectants to help combat desiccation stresses. One stress is the generation of reactive oxygen species (ROS). In this study, the eutardigrade Paramacrobiotus spatialis was used to investigate the occurrence of ROS associated with the desiccation process. We observed that the production of ROS significantly increases as a function of time spent in anhydrobiosis and represents a direct demonstration of oxidative stress in tardigrades. The degree of involvement of bioprotectants, including those combating ROS, in the P. spatialis was evaluated by perturbing their gene functions using RNA interference and assessing the successful recovery of animals after desiccation/rehydration. Targeting the glutathione peroxidase gene compromised survival during drying and rehydration, providing evidence for the role of the gene in desiccation tolerance. Targeting genes encoding glutathione reductase and catalase indicated that these molecules play roles during rehydration. Our study also confirms the involvement of aquaporins 3 and 10 during rehydration. Therefore, desiccation tolerance depends on the synergistic action of many different molecules working together.","Some animals evolved anhydrobiosis, a strategy allowing for the reversible organism dehydration and suspension of metabolism as a direct response to habitat desiccation . Anhydrobiotic animals undergo biochemical changes synthesizing bioprotectants to help combat stress . One stress is the generation of reactive oxygen species (ROS)",2022,good,334,4.497005988023952
PMC4118556,"Partial Reductions in Mechanical Loading Yield Proportional Changes in Bone Density, Bone Architecture, and Muscle Mass","Although the musculoskeletal system is known to be sensitive to changes in its mechanical environment, the relationship between functional adaptation and below-normal mechanical stimuli is not well defined. We investigated bone and muscle adaptation to a range of reduced loading using the partial weight suspension (PWS) system, in which a two-point harness is used to offload a tunable amount of body weight while maintaining quadrupedal locomotion. Skeletally mature female C57Bl/6 mice were exposed to partial weight bearing at 20%, 40%, 70%, or 100% of body weight for 21 days. A hindlimb unloaded (HLU) group was included for comparison in addition to age-matched controls in normal housing. Gait kinematics was measured across the full range of weight bearing, and some minor alterations in gait from PWS were identified. With PWS, bone and muscle changes were generally proportional to the degree of unloading. Specifically, total body and hindlimb bone mineral density, calf muscle mass, trabecular bone volume of the distal femur, and cortical area of the femur midshaft were all linearly related to the degree of unloading. Even a load reduction to 70% of normal weight bearing was associated with significant bone deterioration and muscle atrophy. Weight bearing at 20% did not lead to better bone outcomes than HLU despite less muscle atrophy and presumably greater mechanical stimulus, requiring further investigation. These data confirm that the PWS model is highly effective in applying controllable, reduced, long-term loading that produces predictable, discrete adaptive changes in muscle and bone of the hindlimb.",The relationship between functional adaptation and below-normal mechanical stimuli is not well defined . We investigated bone and muscle adaptation to reduced loading using the partial weight suspension (PWS) system . Gait kinematics were measured across the full range of weight bearing and some minor alterations in gait from PWS were identified .,2014,good,349,4.67621776504298
PMC4653813,Spaceflight and hind limb unloading induce similar changes in electrical impedance characteristics of mouse gastrocnemius muscle,,,2015,low_compression,0,0.0
PMC6915713,Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver,"Spaceflight has several detrimental effects on the physiology of astronauts, many of which are recapitulated in rodent models. Mouse studies performed on the Space Shuttle showed disruption of lipid metabolism in liver. However, given that these animals were not sacrificed on-orbit and instead returned live to earth, it is unclear if these disruptions were solely induced by space stressors (e.g. microgravity, space radiation) or in part explained by the stress of return to Earth. In this work we analyzed three liver datasets from two different strains of mice (C57BL/6 (Jackson) & BALB/c (Taconic)) flown aboard the International Space Station (ISS). Notably, these animals were sacrificed on-orbit and exposed to varying spaceflight durations (i.e. 21, 37, and 42 days vs 13 days for the Shuttle mice). Oil Red O (ORO) staining showed abnormal lipid accumulation in all space-flown mice compared to ground controls regardless of strain or exposure duration. Similarly, transcriptomic analysis by RNA-sequencing revealed several pathways that were affected in both strains related to increased lipid metabolism, fatty acid metabolism, lipid and fatty acid processing, lipid catabolic processing, and lipid localization. In addition, key upstream regulators were predicted to be commonly regulated across all conditions including Glucagon (GCG) and Insulin (INS). Moreover, quantitative proteomic analysis showed that a number of lipid related proteins were changed in the livers during spaceflight. Taken together, these data indicate that activation of lipotoxic pathways are the result of space stressors alone and this activation occurs in various genetic backgrounds during spaceflight exposures of weeks to months. If similar responses occur in humans, a prolonged change of these pathways may result in the development of liver disease and should be investigated further.","Mouse studies performed on the Space Shuttle showed disruption of lipid metabolism in liver . However, given that these animals were not sacrificed on-orbit and instead returned live to earth, it is unclear if these disruptions were solely induced by space stressors (e.g. space radiation) or in part explained by the stress of return to Earth .",2019,good,345,5.457971014492753
PMC6124165,Treatment With a Soluble Bone Morphogenetic Protein Type 1A Receptor (BMPR1A) Fusion Protein Increases Bone Mass and Bone Formation in Mice Subjected to Hindlimb Unloading,,,2017,low_compression,0,0.0
PMC8509868,RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,"Disuse-induced bone loss is seen following spinal cord injury, prolonged bed rest, and exposure to microgravity. We performed whole transcriptomic profiling of cortical bone using RNA sequencing (RNAseq) and RNA molecular barcoding (NanoString) on a hindlimb unloading (HLU) mouse model to identify genes whose mRNA transcript abundances change in response to disuse. Eleven-week old female C57BL/6 mice were exposed to ambulatory loading or HLU for 7 days (n = 8/group). Total RNA from marrow-flushed femoral cortical bone was analyzed on HiSeq and NanoString platforms. The expression of several previously reported genes associated with Wnt signaling and metabolism was altered by HLU. Furthermore, the increased abundance of transcripts, such as Pfkfb3 and Mss51, after HLU imply these genes also have roles in the cortical bone’s response to altered mechanical loading. Our study demonstrates that an unbiased approach to assess the whole transcriptomic profile of cortical bone can reveal previously unidentified mechanosensitive genes and may eventually lead to novel targets to prevent disuse-induced osteoporosis.","Disuse-induced bone loss is seen following spinal cord injury, prolonged bed rest, and exposure to microgravity . We performed whole transcriptomic profiling of cortical bone using RNA sequencing (RNAseq) and RNA molecular barcoding (NanoString) on a hindlimb unloading mouse model .",2021,good,283,3.964664310954064
PMC11063234,Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,"Introduction: It may take decades to develop cardiovascular dysfunction following exposure to high doses of ionizing radiation from medical therapy or from nuclear accidents. Since astronauts may be exposed continually to a complex space radiation environment unlike that experienced on Earth, it is unresolved whether there is a risk to cardiovascular health during long-term space exploration missions. Previously, we have described that mice exposed to a single dose of simplified Galactic Cosmic Ray (GCR5-ion) develop cardiovascular dysfunction by 12 months post-radiation.",It may take decades to develop cardiovascular dysfunction following exposure to high doses of ionizing radiation . Astronauts may be exposed continually to a complex space radiation environment unlike that experienced on Earth .,2024,good,228,2.5350877192982457
PMC5672023,Adaptive Changes in the Vestibular System of Land Snail to a 30-Day Spaceflight and Readaptation on Return to Earth,"The vestibular system receives a permanent influence from gravity and reflexively controls equilibrium. If we assume gravity has remained constant during the species' evolution, will its sensory system adapt to abrupt loss of that force? We address this question in the land snail Helix lucorum exposed to 30 days of near weightlessness aboard the Bion-M1 satellite, and studied geotactic behavior of postflight snails, differential gene expressions in statocyst transcriptome, and electrophysiological responses of mechanoreceptors to applied tilts. Each approach revealed plastic changes in the snail's vestibular system assumed in response to spaceflight. Absence of light during the mission also affected statocyst physiology, as revealed by comparison to dark-conditioned control groups. Readaptation to normal tilt responses occurred at ~20 h following return to Earth. Despite the permanence of gravity, the snail responded in a compensatory manner to its loss and readapted once gravity was restored.",Land snail Helix lucorum was exposed to 30 days of near weightlessness aboard the Bion-M1 satellite . Snail responded in a compensatory manner to its loss and readapted once gravity was restored .,2017,good,196,5.142857142857143
PMC5899691,"Morphology of the Utricular Otolith Organ in the Toadfish, Opsanus tau","The utricle provides the vestibular reflex pathways with the sensory codes of inertial acceleration of self motion and head orientation with respect to gravity to control balance and equilibrium. Here we present an anatomical description of this structure in the adult oyster toadfish, and establish a morphological basis for interpretation of subsequent functional studies. Light, scanning and transmission electron microscopy techniques were applied to visualize the sensory epithelium at varying levels of detail, its neural innervation and its synaptic organization. Scanning electron microscopy was used to visualize otolith mass and morphological polarization patterns of hair cells. Afferent nerve fibers were visualized following labeling with biocytin, and light microscope images were used to make three-dimensional (3-D) reconstructions of individual labeled afferents to identify dendritic morphology with respect to epithelial location. Transmission electron micrographs were compiled to create a serial 3-D reconstruction of a labeled afferent over a segment of its dendritic field and to examine the cell-afferent synaptic contacts. Major observations are: a well-defined striola, medial and lateral extra-striolar regions with a zonal organization of hair bundles; prominent lacinia projecting laterally; dependence of hair cell density on macular location; narrow afferent dendritic fields that follow the hair bundle polarization; synaptic specializations issued by afferents are typically directed towards a limited number of 7–13 hair cells, but larger dendritic fields in the medial extra-striola can be associated with > 20 hair cells also; and hair cell synaptic bodies can be confined to only an individual afferent or can synapse upon several afferents.",The utricle provides the vestibular reflex pathways with the sensory codes of inertial acceleration of self motion and head orientation with respect to gravity to control balance and equilibrium . Here we present an anatomical description of this structure in the adult oyster toadfish and establish a morphological basis for interpretation of subsequent functional studies .,2019,good,375,4.741333333333333
PMC6204554,"Influence of Magnitude and Duration of Altered Gravity and Readaptation to 1 g on the Structure and Function of the Utricle in Toadfish, Opsanus tau","Gravity has remained constant during animal evolution and the neural sensory systems detecting acceleration forces have remained remarkably conserved among vertebrates. The utricular organ senses the sum of inertial force due to head translation and head tilt relative to gravitational vertical. Change in gravitational force would be expected to have profound effects on how an organism maintains equilibrium. We characterize the physiology of utricular afferents to applied accelerations in the oyster toadfish, Opsanus tau, in normal 1 g to establish benchmarks, after 1–32-day exposures to 2.24 g (resultant) via centrifugation (hypergravity, HG), after 4- and 16-day exposures to 1.12 g (resultant), and following 1–8 days recovery to HG exposures to study re-adaptation to 1 g. Afferents were also examined during activation of efferent vestibular pathway. Centrifugation at 2.24 g included 228°/s constant angular velocity component, and thus horizontal canal afferent responses to yaw rotation were recorded as an internal control in each fish. Afferents studied after 228°/s rotation for 4 and 16 days without centripetal acceleration, called On-Center-Control, were indistinguishable from their control counterparts. Principal response to HG was an adjustment of afferent sensitivity as a function of magnitude and duration of exposure: an initial robust increase at 3–4 days followed by a significant decrease from 16 to 32 days. Initial increase observed after 4 days of HG took >4 days in 1 g to recover, and the decrease observed after 16 days of HG took >2 days to readapt to 1 g. Hair cells in striola and medial extrastriola macula regions were serially reconstructed in 3D from thin sections using transmission electron microscopy in control fish and fish exposed to 4 and 16 days of HG. Despite the highly significant differences in afferent physiology, synaptic body counts quantified in the same fish were equivalent in their inter-animal variability and averages. No clear role of the efferent pathway as a feedback mechanism regulating afferent behavior to HG was found. Transfer from 1 g to HG imparts profound effects on gravitational sensitivity of utricular afferents and the accompanying transfer from the HG back to the 1 g resembles in part (as an analog) the transfer from 1 g to the micrograms.","The utricular organ senses the sum of inertial force due to head translation and head tilt relative to gravitational vertical . Change in gravitational force would be expected to have profound effects on how an organism maintains equilibrium . We characterize the physiology of utricular afferents to applied accelerations in the oyster toadfish, Opsanus tau .",2018,good,360,6.461111111111111
PMC4064004,Organization of the ER–Golgi interface for membrane traffic control,"Coat protein complex I (COPI) and COPII are required for bidirectional membrane trafficking between the endoplasmic reticulum (ER) and the Golgi. While these core coat machineries and other transport factors are highly conserved across species, high-resolution imaging studies indicate that the organization of the ER–Golgi interface is varied in eukaryotic cells. Regulation of COPII assembly, in some cases to manage distinct cellular cargo, is emerging as one important component in determining this structure. Comparison of the ER–Golgi interface across different systems, particularly mammalian and plant cells, reveals fundamental elements and distinct organization of this interface. A better understanding of how these interfaces are regulated to meet varying cellular secretory demands should provide key insights into the mechanisms that control efficient trafficking of proteins and lipids through the secretory pathway.","Coat protein complex I (COPI) and COPII are required for bidirectional membrane trafficking between the endoplasmic reticulum (ER) and the Golgi . While these core coat machineries are highly conserved across species, high-resolution imaging studies indicate that the organization of the ER–Golgi interface is varied in eukaryotic cells . Regulation",2014,good,349,2.667621776504298
PMC3818365,IRE1: ER stress sensor and cell fate executor,"Cells operate a signaling network termed unfolded protein response (UPR) to monitor protein-folding capacity in the endoplasmic reticulum (ER). IRE1 is an ER transmembrane sensor that activates UPR to maintain ER and cellular function. While mammalian IRE1 promotes cell survive, it can initiate apoptosis via decay of anti-apoptotic microRNAs. Convergent and divergent IRE1 characteristics between plants and animals underscore its significance in cellular homeostasis. This review provides an updated scenario of IRE1 signaling model, discusses emerging IRE1 sensing mechanisms, compares IRE1 features among species, and outlines exciting future directions in UPR research.",Cells operate a signaling network termed unfolded protein response (UPR) to monitor protein-folding capacity in the endoplasmic reticulum . IRE1 is an ER transmembrane sensor that activates UPR to maintain,2014,good,205,3.292682926829268
PMC3981873,INTER-REGULATION OF THE UNFOLDED PROTEIN RESPONSE AND AUXIN SIGNALING,,,2015,low_compression,0,0.0
PMC4150462,Endoplasmic reticulum—shape and function in stress translation,,,2014,low_compression,0,0.0
PMC4618186,"Unfolded protein response in plants: one master, many questions","To overcome endoplasmic reticulum (ER) stress, ER-localized stress sensors actuate distinct downstream organelle-nucleus signaling pathways to invoke a cytoprotective response, known as the unfolded protein response (UPR). Compared to yeast and metazoans, plant UPR studies are more recent but nevertheless fascinating. Here we discuss recent discoveries in plant UPR, highlight conserved and unique features of the plant UPR as well as critical yet-open questions whose answers will likely make significant contributions to the understanding plant ER stress management.","To overcome endoplasmic reticulum (ER) stress, stress sensors actuate distinct downstream organelle-nucleus signaling pathways to invoke a cytoprotective response . Compared to yeast and metazoans, plant U",2016,good,205,2.7804878048780486
PMC5415411,Maintaining the Factory: The Roles of the Unfolded Protein Response in Cellular Homeostasis in Plants,,,2018,low_compression,0,0.0
