paper_id,title,authors,year,journal,doi_url,abstract
PMC10789781,Chromosomal positioning and epigenetic architecture influence DNA methylation patterns triggered by galactic cosmic radiation,"Perdyan, Adrian; Jąkalski, Marcin; Horbacz, Monika; Beheshti, Afshin; Mieczkowski, Jakub; Perdyan, Adrian",2024,Scientific Reports,https://doi.org/10.1038/s41598-024-51756-7,"Despite surging interest in space travel in recent decades, the impacts of prolonged, elevated exposure to galactic cosmic radiation (GCR) on human health remain poorly understood. This form of ionizing radiation causes significant changes to biological systems including damage to DNA structure by altering epigenetic phenotype with emphasis on DNA methylation. Building on previous work by Kennedy et al. (Sci Rep 8(1): 6709. 10.1038/S41598-018-24755-8), we evaluated spatial DNA methylation patterns triggered by high-LET (56Fe, 28Si) and low-LET (X-ray) radiation and the influence of chromosome positioning and epigenetic architecture in distinct radial layers of cell nucleus. Next, we validated our results using gene expression data of mice irradiated with simulated GCR and JAXA astronauts. We showed that primarily 56Fe induces a persistent DNA methylation increase whereas 28Si and X-ray induce a decrease DNA methylation which is not persistent with time. Moreover, we highlighted the role of nuclear chromatin architecture in cell response to external radiation. In summary, our study provides novel insights towards epigenetic and transcriptomic response as well as chromatin multidimensional structure influence on galactic cosmic radiation damage."
PMC10772081,"A comprehensive SARS-CoV-2 and COVID-19 review, Part 2: host extracellular to systemic effects of SARS-CoV-2 infection","Narayanan, S. Anand; Jamison, David A.; Das, Saswati; Moraes-Vieira, Pedro M.; Galeano, Diego; Mason, Christopher E.; Trovão, Nídia S.; Schwartz, Robert E.; Schisler, Jonathan C.; Coelho-dos-Reis, Jordana G. A.; Wurtele, Eve Syrkin; Beheshti, Afshin; Guarnieri, Joseph W.; Narayanan, S. Anand; Zaksas, Victoria; Topper, Michael; Koutnik, Andrew P.; Park, Jiwoon; Clark, Kevin B.; Enguita, Francisco J.; Leitão, Ana Lúcia",2024,European Journal of Human Genetics,https://doi.org/10.1038/s41431-023-01462-1,"COVID-19, the disease caused by SARS-CoV-2, has caused significant morbidity and mortality worldwide. The betacoronavirus continues to evolve with global health implications as we race to learn more to curb its transmission, evolution, and sequelae. The focus of this review, the second of a three-part series, is on the biological effects of the SARS-CoV-2 virus on post-acute disease in the context of tissue and organ adaptations and damage. We highlight the current knowledge and describe how virological, animal, and clinical studies have shed light on the mechanisms driving the varied clinical diagnoses and observations of COVID-19 patients. Moreover, we describe how investigations into SARS-CoV-2 effects have informed the understanding of viral pathogenesis and provide innovative pathways for future research on the mechanisms of viral diseases."
PMC11166946,Aging and putative frailty biomarkers are altered by spaceflight,"Camera, Andrea; Tabetah, Marshall; Mori, Marcelo A.; Carano, Anthony; de Oliveira, Lorraine Christine; Muratani, Masafumi; Barker, Richard; Zaksas, Victoria; Goel, Chirag; Dimokidis, Eleni; Taylor, Deanne M.; Jeong, Jisu; Castañeda, Veronica; Overbey, Eliah; Meydan, Cem; Porterfield, D. Marshall; Díaz, Juan Esteban; Caicedo, Andrés; Schisler, Jonathan C.; Laiakis, Evagelia C.; Mason, Christopher E.; Kim, Man S.; Karouia, Fathi; Kim, JangKeun; Szewczyk, Nathaniel J.; Beheshti, Afshin; Castañeda, Veronica; Kim, Man S.; Szewczyk, Nathaniel J.; Beheshti, Afshin; Galsinh, Aman Singh; Haro-Vinueza, Alissen; Salinas, Ivonne; Seylani, Allen; Arif, Shehbeel; Das, Saswati",2024,Scientific Reports,https://doi.org/10.1038/s41598-024-57948-5,"Human space exploration poses inherent risks to astronauts’ health, leading to molecular changes that can significantly impact their well-being. These alterations encompass genomic instability, mitochondrial dysfunction, increased inflammation, homeostatic dysregulation, and various epigenomic changes. Remarkably, these changes bear similarities to those observed during the aging process on Earth. However, our understanding of the connection between these molecular shifts and disease development in space remains limited. Frailty syndrome, a clinical syndrome associated with biological aging, has not been comprehensively investigated during spaceflight. To bridge this knowledge gap, we leveraged murine data obtained from NASA’s GeneLab, along with astronaut data gathered from the JAXA and Inspiration4 missions. Our objective was to assess the presence of biological markers and pathways related to frailty, aging, and sarcopenia within the spaceflight context. Through our analysis, we identified notable changes in gene expression patterns that may be indicative of the development of a frailty-like condition during space missions. These findings suggest that the parallels between spaceflight and the aging process may extend to encompass frailty as well. Consequently, further investigations exploring the utility of a frailty index in monitoring astronaut health appear to be warranted."
PMC11166944,Space radiation damage rescued by inhibition of key spaceflight associated miRNAs,"McDonald, J. Tyson; Kim, JangKeun; Overbey, Eliah; Ryon, Krista; Haltom, Jeffrey; Singh, Urminder; Enguita, Francisco J.; Zaksas, Victoria; Guarnieri, Joseph W.; Topper, Michael; Wallace, Douglas C.; Meydan, Cem; Farmerie, Lily; Baylin, Stephen; Meller, Robert; Muratani, Masafumi; Porterfield, D. Marshall; Kaufman, Brett; Mori, Marcelo A.; Walsh, Stephen B.; Sigaudo-Roussel, Dominique; Mebarek, Saida; Bottini, Massimo; Johnson, Meghan L.; Marquette, Christophe A.; Wurtele, Eve Syrkin; Schwartz, Robert E.; Galeano, Diego; Mason, Christopher E.; Grabham, Peter; Beheshti, Afshin; Beheshti, Afshin; Siew, Keith; Walsh, Stephen B.; Trovao, Nidia S.; Arif, Shehbeel; Siew, Keith; Tsoy, Sergey; Bram, Yaron; Park, Jiwoon",2024,Nature Communications,https://doi.org/10.1038/s41467-024-48920-y,"Our previous research revealed a key microRNA signature that is associated with spaceflight that can be used as a biomarker and to develop countermeasure treatments to mitigate the damage caused by space radiation. Here, we expand on this work to determine the biological factors rescued by the countermeasure treatment. We performed RNA-sequencing and transcriptomic analysis on 3D microvessel cell cultures exposed to simulated deep space radiation (0.5 Gy of Galactic Cosmic Radiation) with and without the antagonists to three microRNAs: miR-16-5p, miR-125b-5p, and let-7a-5p (i.e., antagomirs). Significant reduction of inflammation and DNA double strand breaks (DSBs) activity and rescue of mitochondria functions are observed after antagomir treatment. Using data from astronaut participants in the NASA Twin Study, Inspiration4, and JAXA missions, we reveal the genes and pathways implicated in the action of these antagomirs are altered in humans. Our findings indicate a countermeasure strategy that can potentially be utilized by astronauts in spaceflight missions to mitigate space radiation damage."
PMC11166968,Ethical considerations for the age of non-governmental space exploration,"Seylani, Allen; Galsinh, Aman Singh; Das, Saswati; Arif, Shehbeel; Boerrigter, Michael; Coffey, Caroline; Szewczyk, Nathaniel; Mason, Christopher E.; Manoli, Maria; Karouia, Fathi; Schwertz, Hansjörg; Beheshti, Afshin; Tasoula, Alexia; Tulodziecki, Dana; Beheshti, Afshin; I, Anu R; Camera, Andrea; Calleja-Agius, Jean; Borg, Joseph; Goel, Chirag; Kim, JangKeun; Clark, Kevin B.",2024,Nature Communications,https://doi.org/10.1038/s41467-023-44357-x,"Mounting ambitions and capabilities for public and private, non-government sector crewed space exploration bring with them an increasingly diverse set of space travelers, raising new and nontrivial ethical, legal, and medical policy and practice concerns which are still relatively underexplored. In this piece, we lay out several pressing issues related to ethical considerations for selecting space travelers and conducting human subject research on them, especially in the context of non-governmental and commercial/private space operations."
PMC7000411,Spaceflight and simulated microgravity conditions increase virulence of Serratia marcescens in the Drosophila melanogaster infection model,"Gilbert, Rachel; Torres, Medaya; Hateley, Shannon; Hosamani, Ravikumar; Wade, William; Bhattacharya, Sharmila; Clemens, Rachel; Hateley, Shannon; Hosamani, Ravikumar; Wade, William; Bhattacharya, Sharmila; Gilbert, Rachel; Torres, Medaya; Clemens, Rachel",2020,NPJ Microgravity,https://doi.org/10.1038/s41526-019-0091-2,"While it has been shown that astronauts suffer immune disorders after spaceflight, the underlying causes are still poorly understood and there are many variables to consider when investigating the immune system in a complex environment. Additionally, there is growing evidence that suggests that not only is the immune system being altered, but the pathogens that infect the host are significantly influenced by spaceflight and ground-based spaceflight conditions. In this study, we demonstrate that Serratia marcescens (strain Db11) was significantly more lethal to Drosophila melanogaster after growth on the International Space Station than ground-based controls, but the increased virulence phenotype of S. marcescens did not persist after the bacterial cultures were passaged on the ground. Increased virulence was also observed in bacteria that were grown in simulated microgravity conditions on the ground using the rotating wall vessel. Increased virulence of the space-flown bacteria was similar in magnitude between wild-type flies and those that were mutants for the well-characterized immune pathways Imd and Toll, suggesting that changes to the host immune system after infection are likely not a major factor contributing towards increased susceptibility of ground-reared flies infected with space-flown bacteria. Characterization of the bacteria shows that at later timepoints spaceflight bacteria grew at a greater rate than ground controls in vitro, and in the host. These results suggest complex physiological changes occurring in pathogenic bacteria in space environments, and there may be novel mechanisms mediating these physiological effects that need to be characterized."
PMC7787258,Prolonged Exposure to Microgravity Reduces Cardiac Contractility and Initiates Remodeling in Drosophila,"Walls, Stanley; Diop, Soda; Vogler, Georg; Zarndt, Rachel; McCulloch, Andrew; Lee, Peter; Bhattacharya, Sharmila; Bodmer, Rolf; Ocorr, Karen; Birse, Ryan; Elmen, Lisa; Gan, Zhuohui; Kalvakuri, Sreehari; Pineda, Santiago; Reddy, Curran; Taylor, Erika; Trinh, Bosco",2021,Cell reports,https://doi.org/10.1016/j.celrep.2020.108445,SUMMARY
PMC8716943,Bundling up the Role of the Actin Cytoskeleton in Primary Root Growth,"García-González, Judith; van Gelderen, Kasper",2021,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2021.777119,"Primary root growth is required by the plant to anchor in the soil and reach out for nutrients and water, while dealing with obstacles. Efficient root elongation and bending depends upon the coordinated action of environmental sensing, signal transduction, and growth responses. The actin cytoskeleton is a highly plastic network that constitutes a point of integration for environmental stimuli and hormonal pathways. In this review, we present a detailed compilation highlighting the importance of the actin cytoskeleton during primary root growth and we describe how actin-binding proteins, plant hormones, and actin-disrupting drugs affect root growth and root actin. We also discuss the feedback loop between actin and root responses to light and gravity. Actin affects cell division and elongation through the control of its own organization. We remark upon the importance of longitudinally oriented actin bundles as a hallmark of cell elongation as well as the role of the actin cytoskeleton in protein trafficking and vacuolar reshaping during this process. The actin network is shaped by a plethora of actin-binding proteins; however, there is still a large gap in connecting the molecular function of these proteins with their developmental effects. Here, we summarize their function and known effects on primary root growth with a focus on their high level of specialization. Light and gravity are key factors that help us understand root growth directionality. The response of the root to gravity relies on hormonal, particularly auxin, homeostasis, and the actin cytoskeleton. Actin is necessary for the perception of the gravity stimulus via the repositioning of sedimenting statoliths, but it is also involved in mediating the growth response via the trafficking of auxin transporters and cell elongation. Furthermore, auxin and auxin analogs can affect the composition of the actin network, indicating a potential feedback loop. Light, in its turn, affects actin organization and hence, root growth, although its precise role remains largely unknown. Recently, fundamental studies with the latest techniques have given us more in-depth knowledge of the role and organization of actin in the coordination of root growth; however, there remains a lot to discover, especially in how actin organization helps cell shaping, and therefore root growth."
PMC7010715,Brassinosteroids Inhibit Autotropic Root Straightening by Modifying Filamentous-Actin Organization and Dynamics,"de Bang, Louise; Paez-Garcia, Ana; Cannon, Ashley E.; Chin, Sabrina; Kolape, Jaydeep; Liao, Fuqi; Sparks, J. Alan; Jiang, Qingzhen; Blancaflor, Elison B.",2020,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2020.00005,"When positioned horizontally, roots grow down toward the direction of gravity. This phenomenon, called gravitropism, is influenced by most of the major plant hormones including brassinosteroids. Epi-brassinolide (eBL) was previously shown to enhance root gravitropism, a phenomenon similar to the response of roots exposed to the actin inhibitor, latrunculin B (LatB). This led us to hypothesize that eBL might enhance root gravitropism through its effects on filamentous-actin (F-actin). This hypothesis was tested by comparing gravitropic responses of maize (Zea mays) roots treated with eBL or LatB. LatB- and eBL-treated roots displayed similar enhanced downward growth compared with controls when vertical roots were oriented horizontally. Moreover, the effects of the two compounds on root growth directionality were more striking on a slowly-rotating two-dimensional clinostat. Both compounds inhibited autotropism, a process in which the root straightened after the initial gravistimulus was withdrawn by clinorotation. Although eBL reduced F-actin density in chemically-fixed Z. mays roots, the impact was not as strong as that of LatB. Modification of F-actin organization after treatment with both compounds was also observed in living roots of barrel medic (Medicago truncatula) seedlings expressing genetically encoded F-actin reporters. Like in fixed Z. mays roots, eBL effects on F-actin in living M. truncatula roots were modest compared with those of LatB. Furthermore, live cell imaging revealed a decrease in global F-actin dynamics in hypocotyls of etiolated M. truncatula seedlings treated with eBL compared to controls. Collectively, our data indicate that eBL-and LatB-induced enhancement of root gravitropism can be explained by inhibited autotropic root straightening, and that eBL affects this process, in part, by modifying F-actin organization and dynamics."
PMC7503278,Cell Type-Specific Imaging of Calcium Signaling in Arabidopsis thaliana Seedling Roots Using GCaMP3,"Krogman, William; Sparks, J. Alan; Blancaflor, Elison B.",2020,International Journal of Molecular Sciences,https://doi.org/10.3390/ijms21176385,"Cytoplasmic calcium ([Ca2+]cyt) is a well-characterized second messenger in eukaryotic cells. An elevation in [Ca2+]cyt levels is one of the earliest responses in plant cells after exposure to a range of environmental stimuli. Advances in understanding the role of [Ca2+]cyt in plant development has been facilitated by the use of genetically-encoded reporters such as GCaMP. Most of these studies have relied on promoters such as Cauliflower Mosaic Virus (35S) and Ubiquitin10 (UBQ10) to drive expression of GCaMP in all cell/tissue types. Plant organs such as roots consist of various cell types that likely exhibit unique [Ca2+]cyt responses to exogenous and endogenous signals. However, few studies have addressed this question. Here, we introduce a set of Arabidopsis thaliana lines expressing GCaMP3 in five root cell types including the columella, endodermis, cortex, epidermis, and trichoblasts. We found similarities and differences in the [Ca2+]cyt signature among these root cell types when exposed to adenosine tri-phosphate (ATP), glutamate, aluminum, and salt, which are known to trigger [Ca2+]cyt increases in root cells. These cell type-targeted GCaMP3 lines provide a new resource that should enable more in depth studies that address how a particular environmental stimulus is linked to specific root developmental pathways via [Ca2+]cyt."
PMC8364238,Spatial and temporal localization of SPIRRIG and WAVE/SCAR reveal roles for these proteins in actin-mediated root hair development,"Chin, Sabrina; Kwon, Taegun; Khan, Bibi Rafeiza; Sparks, J. Alan; Mallery, Eileen L.; Szymanski, Daniel B.; Blancaflor, Elison B.",2021,The Plant Cell,https://doi.org/10.1093/plcell/koab115,SPIRRIG and SCAR/WAVE are molecular determinants of actin-mediated root hair development in Arabidopsis.
PMC11579474,Impact of microgravity and lunar gravity on murine skeletal and immune systems during space travel,"Okamura, Yui; Gochi, Kei; Jeon, Hyojung; Hayama, Mio; Ishii, Hiroto; Tsunakawa, Yuki; Ochi, Hiroki; Sato, Shingo; Hamada, Michito; Abe, Chikara; Morita, Hironobu; Okada, Risa; Ishikawa, Tatsuya; Shiba, Dai; Muratani, Masafumi; Shinohara, Masahiro; Akiyama, Taishin; Kudo, Takashi; Takahashi, Satoru; Takahashi, Satoru; Takahashi, Satoru; Takahashi, Satoru; Hayashi, Takuto; Fuseya, Sayaka; Suzuki, Riku; Kanai, Maho; Inoue, Yuri; Murakami, Yuka; Sadaki, Shunya",2024,Scientific Reports,https://doi.org/10.1038/s41598-024-79315-0,"Long-duration spaceflight creates a variety of stresses due to the unique environment, which can lead to compromised functioning of the skeletal and immune systems. However, the mechanisms by which organisms respond to this stress remain unclear. The present study aimed to investigate the impact of three different gravitational loadings (microgravity, 1/6 g [lunar gravity], and 1 g) on the behavior, bone, thymus, and spleen of mice housed for 25–35 days in the International Space Station. The bone density reduction under microgravity was mostly recovered by 1 g but only partially recovered by 1/6 g. Both 1 g and 1/6 g suppressed microgravity-induced changes in some osteoblast and osteoclast marker gene expression. Thymus atrophy induced by microgravity was half recovered by both 1 g and 1/6 g, but gene expression changes were not fully recovered by 1/6 g. While no histological changes were observed due to low gravity, alterations in gene expression were noted in the spleen. We found that in bone and thymus, lunar gravity reduced microgravity-induced histological alterations and partially reversed gene expression changes. This study highlighted organ-specific variations in responsiveness to gravity, serving as an animal test for establishing a molecular-level gravity threshold for maintaining a healthy state during future spaceflight."
PMC2998437, S. aureus MscL Is a Pentamer In Vivo but of Variable Stoichiometries In Vitro: Implications for Detergent-Solubilized Membrane Proteins,"Dorwart, Michael R.; Wray, Robin; Brautigam, Chad A.; Jiang, Youxing; Blount, Paul; Petsko, Gregory A.",2010,PLoS Biology,https://doi.org/10.1371/journal.pbio.1000555,Detergent-induced rearrangements of membrane-protein subunits explain why two MscL channel stoichiometries have been resolved by X-ray crystallography - but S. aureus MscL is truly a pentamer in vivo.
PMC3289768,Three Routes to Modulate the Pore Size of the MscL Channel/Nanovalve,"Yang, Li-Min; Wray, Robin; Parker, Juandell; Wilson, Danyell; Duran, Randolph S.; Blount, Paul",2013,ACS Nano,https://doi.org/10.1021/nn203703j,"MscL is a bacterial mechanosensitive channel that protects cells from lysis upon acute decrease in external osmotic environment. It is one of the best characterized mechanosensors known, thus serving as a paradigm of how such molecules sense and respond to stimuli. In addition, the fact that it can be genetically modified, expressed, isolated, and manipulated has led to its proposed use as a triggered nanovalve for various functions including sensors within microelectronic array chips, as well as vesicular-based targeted drug release. X-ray crystallography reveals a homo-pentameric complex with each subunit containing two transmembrane α-helices (TM1 and TM2) and a single carboxyl terminal α-helix arranging within the complex to form a five-fold cytoplasmic bundle (CB), whose function and stability remain unclear. In this study, we show three routes that throttle the open channel conductance. When the linker between the TM2 and CB domain is shortened by deletions or constrained by either cross linking or heavy metal coordination, the conductance of the channel is reduced; in later two cases, even reversibly. While having implications for the stability of the CB, these data also provide routes for engineering MscL sensors that are more versatile for potential nanotech devices."
PMC3593973,Chimeras reveal a single lipid-interface residue that controls MscL channel kinetics as well as mechanosensitivity,"Yang, Li-Min; Zhong, Dalian; Blount, Paul",2013,Cell reports,https://doi.org/10.1016/j.celrep.2013.01.018,Summary
PMC11127935,Tardigrade secretory proteins protect biological structures from desiccation,"Lim, Samuel; Reilly, Charles B.; Barghouti, Zeina; Marelli, Benedetto; Way, Jeffrey C.; Silver, Pamela A.; Silver, Pamela A.; Silver, Pamela A.; Silver, Pamela A.",2024,Communications Biology,https://doi.org/10.1038/s42003-024-06336-w,"Tardigrades, microscopic animals that survive a broad range of environmental stresses, express a unique set of proteins termed tardigrade-specific intrinsically disordered proteins (TDPs). TDPs are often expressed at high levels in tardigrades upon desiccation, and appear to mediate stress adaptation. Here, we focus on the proteins belonging to the secreted family of tardigrade proteins termed secretory-abundant heat soluble (“SAHS”) proteins, and investigate their ability to protect diverse biological structures. Recombinantly expressed SAHS proteins prevent desiccated liposomes from fusion, and enhance desiccation tolerance of E. coli and Rhizobium tropici upon extracellular application. Molecular dynamics simulation and comparative structural analysis suggest a model by which SAHS proteins may undergo a structural transition upon desiccation, in which removal of water and solutes from a large internal cavity in SAHS proteins destabilizes the beta-sheet structure. These results highlight the potential application of SAHS proteins as stabilizing molecules for preservation of cells."
PMC11831363,Correction to: The Evolution of Temperature and Desiccation-Related Protein Families in Tardigrada Reveals a Complex Acquisition of Extremotolerance,,2025,Genome Biology and Evolution,https://doi.org/10.1093/gbe/evaf018,
PMC11930778,Possible roles of CAHS proteins from Tardigrade in osmotic stress tolerance in mammalian cells,"Bino, Takahiro; Goto, Yuhei; Maryu, Gembu; Arakawa, Kazuharu; Aoki, Kazuhiro",2024,Cell Structure and Function,https://doi.org/10.1247/csf.24035,"Anhydrobiosis, a phenomenon in which organisms survive extreme dehydration by entering a reversible ametabolic state, is a remarkable example of survival strategies. This study focuses on anhydrobiosis in tardigrades, which are known for their resilience to severe environmental conditions. Tardigrades utilize several protective mechanisms against desiccation, notably the constitutive expression of cytoplasmic abundant heat soluble (CAHS) proteins in Ramazzottius varieornatus. These proteins share similarities in their amphiphatic alpha helices with late embryogenesis abundant (LEA) proteins, but differ significantly in their amino acid sequences. In this study, we further explored the functionality of CAHS proteins by analyzing their role in aggregation and tolerance to hyperosmotic stress in mammalian cells. Using live cell imaging, we examined the subcellular localization of several CAHS and LEA proteins in response to hyperosmotic stress. The expression of CAHS1, CAHS3, and CAHS8 tended to enhance the resilience to the hyperosmotic conditions. These findings not only deepen our understanding of the molecular mechanisms of anhydrobiosis but also highlight the potential of CAHS proteins as cryoprotectants."
PMC8816950,Production of reactive oxygen species and involvement of bioprotectants during anhydrobiosis in the tardigrade Paramacrobiotus spatialis,"Giovannini, Ilaria; Boothby, Thomas C.; Rebecchi, Lorena; Cesari, Michele; Goldstein, Bob; Guidetti, Roberto; Rebecchi, Lorena; Boothby, Thomas C.; Boothby, Thomas C.; Goldstein, Bob; Rebecchi, Lorena",2022,Scientific Reports,https://doi.org/10.1038/s41598-022-05734-6,"Water unavailability is an abiotic stress causing unfavourable conditions for life. Nevertheless, some animals evolved anhydrobiosis, a strategy allowing for the reversible organism dehydration and suspension of metabolism as a direct response to habitat desiccation. Anhydrobiotic animals undergo biochemical changes synthesizing bioprotectants to help combat desiccation stresses. One stress is the generation of reactive oxygen species (ROS). In this study, the eutardigrade Paramacrobiotus spatialis was used to investigate the occurrence of ROS associated with the desiccation process. We observed that the production of ROS significantly increases as a function of time spent in anhydrobiosis and represents a direct demonstration of oxidative stress in tardigrades. The degree of involvement of bioprotectants, including those combating ROS, in the P. spatialis was evaluated by perturbing their gene functions using RNA interference and assessing the successful recovery of animals after desiccation/rehydration. Targeting the glutathione peroxidase gene compromised survival during drying and rehydration, providing evidence for the role of the gene in desiccation tolerance. Targeting genes encoding glutathione reductase and catalase indicated that these molecules play roles during rehydration. Our study also confirms the involvement of aquaporins 3 and 10 during rehydration. Therefore, desiccation tolerance depends on the synergistic action of many different molecules working together."
PMC4118556,"Partial Reductions in Mechanical Loading Yield Proportional Changes in Bone Density, Bone Architecture, and Muscle Mass","Ellman, Rachel; Spatz, Jordan; Cloutier, Alison; Palme, Rupert; Christiansen, Blaine A; Bouxsein, Mary L",2014,Journal of bone and mineral research : the official journal of the American Society for Bone and Mineral Research,https://doi.org/10.1002/jbmr.1814,"Although the musculoskeletal system is known to be sensitive to changes in its mechanical environment, the relationship between functional adaptation and below-normal mechanical stimuli is not well defined. We investigated bone and muscle adaptation to a range of reduced loading using the partial weight suspension (PWS) system, in which a two-point harness is used to offload a tunable amount of body weight while maintaining quadrupedal locomotion. Skeletally mature female C57Bl/6 mice were exposed to partial weight bearing at 20%, 40%, 70%, or 100% of body weight for 21 days. A hindlimb unloaded (HLU) group was included for comparison in addition to age-matched controls in normal housing. Gait kinematics was measured across the full range of weight bearing, and some minor alterations in gait from PWS were identified. With PWS, bone and muscle changes were generally proportional to the degree of unloading. Specifically, total body and hindlimb bone mineral density, calf muscle mass, trabecular bone volume of the distal femur, and cortical area of the femur midshaft were all linearly related to the degree of unloading. Even a load reduction to 70% of normal weight bearing was associated with significant bone deterioration and muscle atrophy. Weight bearing at 20% did not lead to better bone outcomes than HLU despite less muscle atrophy and presumably greater mechanical stimulus, requiring further investigation. These data confirm that the PWS model is highly effective in applying controllable, reduced, long-term loading that produces predictable, discrete adaptive changes in muscle and bone of the hindlimb."
PMC4653813,Spaceflight and hind limb unloading induce similar changes in electrical impedance characteristics of mouse gastrocnemius muscle,"Sung, M.; Li, J.; Spieker, A.J.; Spatz, J.; Ellman, R.; Ferguson, V.L.; Bateman, T.A.; Rosen, G.D.; Bouxsein, M.; Rutkove, S.B.",2015,Journal of musculoskeletal & neuronal interactions,,Objective
PMC6915713,Multi-omics analysis of multiple missions to space reveal a theme of lipid dysregulation in mouse liver,"Beheshti, Afshin; Chakravarty, Kaushik; Galazka, Jonathan M.; Costes, Sylvain V.; Fogle, Homer; Fazelinia, Hossein; Silveira, Willian A. da; Boyko, Valery; Polo, San-Huei Lai; Saravia-Butler, Amanda M.; Hardiman, Gary; Taylor, Deanne",2019,Scientific Reports,https://doi.org/10.1038/s41598-019-55869-2,"Spaceflight has several detrimental effects on the physiology of astronauts, many of which are recapitulated in rodent models. Mouse studies performed on the Space Shuttle showed disruption of lipid metabolism in liver. However, given that these animals were not sacrificed on-orbit and instead returned live to earth, it is unclear if these disruptions were solely induced by space stressors (e.g. microgravity, space radiation) or in part explained by the stress of return to Earth. In this work we analyzed three liver datasets from two different strains of mice (C57BL/6 (Jackson) & BALB/c (Taconic)) flown aboard the International Space Station (ISS). Notably, these animals were sacrificed on-orbit and exposed to varying spaceflight durations (i.e. 21, 37, and 42 days vs 13 days for the Shuttle mice). Oil Red O (ORO) staining showed abnormal lipid accumulation in all space-flown mice compared to ground controls regardless of strain or exposure duration. Similarly, transcriptomic analysis by RNA-sequencing revealed several pathways that were affected in both strains related to increased lipid metabolism, fatty acid metabolism, lipid and fatty acid processing, lipid catabolic processing, and lipid localization. In addition, key upstream regulators were predicted to be commonly regulated across all conditions including Glucagon (GCG) and Insulin (INS). Moreover, quantitative proteomic analysis showed that a number of lipid related proteins were changed in the livers during spaceflight. Taken together, these data indicate that activation of lipotoxic pathways are the result of space stressors alone and this activation occurs in various genetic backgrounds during spaceflight exposures of weeks to months. If similar responses occur in humans, a prolonged change of these pathways may result in the development of liver disease and should be investigated further."
PMC6124165,Treatment With a Soluble Bone Morphogenetic Protein Type 1A Receptor (BMPR1A) Fusion Protein Increases Bone Mass and Bone Formation in Mice Subjected to Hindlimb Unloading,"Ko, Frank C.; Van Vliet, Miranda; Ellman, Rachel; Grasso, Daniel; Brooks, Daniel J; Spatz, Jordan M; Conlon, Chrissy; Aguirre, J Ignacio; Wronski, Thomas J; Bouxsein, Mary L",2017,JBMR Plus,https://doi.org/10.1002/jbm4.10012,ABSTRACT
PMC8509868,RNAseq and RNA molecular barcoding reveal differential gene expression in cortical bone following hindlimb unloading in female mice,"Spatz, Jordan M.; Ko, Frank C.; Ayturk, Ugur M.; Warman, Matthew L.; Bouxsein, Mary L.; Kim, Jung-Eun; Bouxsein, Mary L.; Bouxsein, Mary L.; Warman, Matthew L.",2021,PLoS ONE,https://doi.org/10.1371/journal.pone.0250715,"Disuse-induced bone loss is seen following spinal cord injury, prolonged bed rest, and exposure to microgravity. We performed whole transcriptomic profiling of cortical bone using RNA sequencing (RNAseq) and RNA molecular barcoding (NanoString) on a hindlimb unloading (HLU) mouse model to identify genes whose mRNA transcript abundances change in response to disuse. Eleven-week old female C57BL/6 mice were exposed to ambulatory loading or HLU for 7 days (n = 8/group). Total RNA from marrow-flushed femoral cortical bone was analyzed on HiSeq and NanoString platforms. The expression of several previously reported genes associated with Wnt signaling and metabolism was altered by HLU. Furthermore, the increased abundance of transcripts, such as Pfkfb3 and Mss51, after HLU imply these genes also have roles in the cortical bone’s response to altered mechanical loading. Our study demonstrates that an unbiased approach to assess the whole transcriptomic profile of cortical bone can reveal previously unidentified mechanosensitive genes and may eventually lead to novel targets to prevent disuse-induced osteoporosis."
PMC11063234,Proteomic and phosphoproteomic characterization of cardiovascular tissues after long term exposure to simulated space radiation,"Kidane, Yared H.; Lee, Franklin H.; Pla, Michelle Mendiola; Foster, Matthew W.; Bowles, Dawn E.; Smith, Matthew F.; Wang, Chunbo; Mirza, Jacqueline Barbera; Sharma, Saachi; Lobo, Alejandro A.; Dewan, Krish C.; Chen, Jengwei; Diaz, Thomas E.",2024,Frontiers in Physiology,https://doi.org/10.3389/fphys.2024.1248276," Introduction: It may take decades to develop cardiovascular dysfunction following exposure to high doses of ionizing radiation from medical therapy or from nuclear accidents. Since astronauts may be exposed continually to a complex space radiation environment unlike that experienced on Earth, it is unresolved whether there is a risk to cardiovascular health during long-term space exploration missions. Previously, we have described that mice exposed to a single dose of simplified Galactic Cosmic Ray (GCR5-ion) develop cardiovascular dysfunction by 12 months post-radiation."
